"region","data_type","date","median_R_mean","median_R_highHPD","median_R_lowHPD"
"ZH","infection_norm_n1",2021-04-04,0.918691147136171,1.36334467702371,0.560885843180258
"ZH","infection_norm_n1",2021-04-05,0.872000173977002,1.30660930327416,0.524361943729317
"ZH","infection_norm_n1",2021-04-06,0.842845987681908,1.27386483358575,0.499926797031559
"ZH","infection_norm_n1",2021-04-07,0.84139933116728,1.2777074252502,0.495297522465056
"ZH","infection_norm_n1",2021-04-08,0.86562221566094,1.31531938360845,0.509040289159337
"ZH","infection_norm_n1",2021-04-09,0.906068336225826,1.37399708376441,0.534559791430149
"ZH","infection_norm_n1",2021-04-10,0.957758200564151,1.4460601108494,0.569016091875686
"ZH","infection_norm_n1",2021-04-11,1.01479340266157,1.52274142386132,0.608852241917302
"ZH","infection_norm_n1",2021-04-12,1.06881757590127,1.59267010344379,0.648352361028077
"ZH","infection_norm_n1",2021-04-13,1.1133051667813,1.64732289022343,0.682813315709317
"ZH","infection_norm_n1",2021-04-14,1.14823778028406,1.68678079185752,0.712165495452469
"ZH","infection_norm_n1",2021-04-15,1.17764717444658,1.71653636473391,0.739206368524742
"ZH","infection_norm_n1",2021-04-16,1.20428391312718,1.74064113928123,0.765660464412143
"ZH","infection_norm_n1",2021-04-17,1.22882519790806,1.76046254455603,0.791725913324279
"VD","infection_norm_n1",2020-10-10,1.83987182905994,2.42538653350957,1.25435712461031
"VD","infection_norm_n1",2020-10-11,1.70275757603687,2.26034169366984,1.1451734584039
"VD","infection_norm_n1",2020-10-12,1.59917152043786,2.12116429444197,1.07717874643374
"VD","infection_norm_n1",2020-10-13,1.52445006100677,2.00239180253417,1.04650831947936
"VD","infection_norm_n1",2020-10-14,1.4630241081383,1.90599671953788,1.02005149673871
"VD","infection_norm_n1",2020-10-15,1.39655445282916,1.81359321215776,0.979515693500568
"VD","infection_norm_n1",2020-10-16,1.32360727607495,1.71112735446319,0.936087197686701
"VD","infection_norm_n1",2020-10-17,1.25845044078747,1.61606719126918,0.900833690305762
"VD","infection_norm_n1",2020-10-18,1.21155099976315,1.55244399237778,0.870658007148533
"VD","infection_norm_n1",2020-10-19,1.1769516765598,1.509758184031,0.844145169088591
"VD","infection_norm_n1",2020-10-20,1.1394112110419,1.46386052797137,0.814961894112425
"VD","infection_norm_n1",2020-10-21,1.09052367990147,1.41014673101317,0.770900628789779
"VD","infection_norm_n1",2020-10-22,1.03526554982807,1.35618306229823,0.714348037357903
"VD","infection_norm_n1",2020-10-23,0.980303372166199,1.29876558954982,0.661841154782583
"VD","infection_norm_n1",2020-10-24,0.925685530522406,1.22920734619951,0.622163714845297
"VD","infection_norm_n1",2020-10-25,0.865076973088282,1.14778601544696,0.582367930729605
"VD","infection_norm_n1",2020-10-26,0.797474296311538,1.06082108420217,0.53412750842091
